Ingredient Name,Unit of Measurement,Purchase Unit,Conversion Factor,Cost Per Unit,Category,Description,Minimum Stock Level,Current Stock,Storage Temperature,Is Perishable,Shelf Life Days,Brand,Active,Available
Coca Cola,can,can,1,40,Beverages_biscuits,,,0,room_temperature,FALSE,,COKE,TRUE,TRUE
Red Bull Energy Drink,can,can,1,92.62,Beverages_biscuits,,,168,room_temperature,FALSE,,,TRUE,TRUE
Tonic Water,can,can,1,46.62,Beverages_biscuits,,,0,room_temperature,FALSE,,,TRUE,TRUE
Khush Sharbat,liter,bottle,1,227,Beverages_biscuits,,,13,room_temperature,FALSE,,,TRUE,TRUE
Rose Marry,packet,packet,1,180,Beverages_biscuits,,,0,room_temperature,FALSE,0,,TRUE,TRUE
Rose Sharbat,liter,bottle,1,312,Beverages_biscuits,,,2,room_temperature,FALSE,0,,TRUE,TRUE
Thandai,liter,bottle,1,345,Beverages_biscuits,,,0,room_temperature,FALSE,,,TRUE,TRUE
Kitchen King ,packet,packet,1,63.65,Spices,,,199,room_temperature,FALSE,,TATA ,TRUE,TRUE
Chole Masala ,packet,packet,1,62.31,Spices,,,170,room_temperature,FALSE,,TATA ,TRUE,TRUE
Chat Masala ,packet,packet,1,60.3,Spices,,,89,room_temperature,FALSE,,TATA ,TRUE,TRUE
Meat Masala ,packet,packet,1,65,Spices,,,139,room_temperature,FALSE,,TATA ,TRUE,TRUE
Chicken Masala ,packet,packet,1,65,Spices,,,174,room_temperature,FALSE,,TATA ,TRUE,TRUE
Salt ,packet,packet,1,25,Spices,,,278,room_temperature,FALSE,,TATA ,TRUE,TRUE
Salt ,packet,packet,1,13.7,Spices,,,0,room_temperature,FALSE,,NIRMA ,TRUE,TRUE
Salt ,packet,packet,1,6.64,Spices,,,0,room_temperature,FALSE,,TAPARIA ,TRUE,TRUE
Salt Sandha,packet,packet,1,34,Spices,,,14,room_temperature,FALSE,,,TRUE,TRUE
Briyani Masala ,packet,packet,1,61,Spices,,,57,room_temperature,FALSE,,CATCH ,TRUE,TRUE
Tea Masala ,packet,packet,1,49,Spices,,,0,room_temperature,FALSE,,CATCH ,TRUE,TRUE
Hing ,liter,bottle,0.1,188,Spices,,,100,room_temperature,FALSE,,CATCH ,TRUE,TRUE
Kashmiri Lal Red Chilli Powder ,kg,packet,1,640,Spices,,,86,room_temperature,FALSE,,CATCH ,TRUE,TRUE
Rajma Masala ,packet,packet,1,64,Spices,,,99,room_temperature,FALSE,,CATCH ,TRUE,TRUE
Sambhar Masala ,packet,packet,1,88,Spices,,,0,room_temperature,FALSE,,CATCH ,TRUE,TRUE
Pav Bhaji Masala ,packet,packet,1,75,Spices,,,30,room_temperature,FALSE,,CATCH ,TRUE,TRUE
White Pepper Masala ,kg,packet,1,1500,Spices,,,0,room_temperature,FALSE,,CATCH ,TRUE,TRUE
Rasam Masala ,packet,packet,1,57,Spices,,,0,room_temperature,FALSE,,FLAVARICH ,TRUE,TRUE
Kasturi Methi ,packet,packet,1,44,Spices,,,352,room_temperature,FALSE,,PUNEET MASALA ,TRUE,TRUE
Pani Puri Masala ,kg,packet,0.1,67,Spices,,,3,room_temperature,FALSE,,AMAZING ,TRUE,TRUE
Jeera  ,kg,packet,1,241,Spices,,,39,room_temperature,FALSE,,,TRUE,TRUE
Salt White Pouch  250,packet,packet,1,50,Spices,,,0,room_temperature,FALSE,,,TRUE,TRUE
Salt Black Pouch 250 ,packet,packet,1,160,Spices,,,9,room_temperature,FALSE,,,TRUE,TRUE
Methi Sabut ,kg,packet,1,94,Spices,,,4.5,room_temperature,FALSE,,,TRUE,TRUE
Rai ,kg,packet,1,75.6,Spices,,,24,room_temperature,FALSE,,,TRUE,TRUE
Amchur ,kg,packet,1,150,Spices,,,10,room_temperature,FALSE,,,TRUE,TRUE
Haldi Powder ,kg,packet,1,208,Spices,,,43,room_temperature,FALSE,,,TRUE,TRUE
Red Chilli Powder ,kg,packet,1,194,Spices,,,54,room_temperature,FALSE,,,TRUE,TRUE
Dhania Powder ,kg,packet,1,134,Spices,,,36,room_temperature,FALSE,,,TRUE,TRUE
Red Chilli Sabut ,kg,packet,1,169,Spices,,,53,room_temperature,FALSE,,,TRUE,TRUE
Dhania Sabut ,kg,packet,1,93,Spices,,,7.5,room_temperature,FALSE,,,TRUE,TRUE
Black Pepper ,kg,packet,1,360,Spices,,,31,room_temperature,FALSE,,,TRUE,TRUE
Dal Chini ,kg,packet,1,260,Spices,,,14,room_temperature,FALSE,,,TRUE,TRUE
Elachi Big ,kg,packet,1,1950,Spices,,,5,room_temperature,FALSE,,,TRUE,TRUE
Star Phool ,kg,packet,1,380,Spices,,,3,room_temperature,FALSE,,,TRUE,TRUE
Tez Pata ,kg,packet,1,100,Spices,,,10,room_temperature,FALSE,,,TRUE,TRUE
Elachi Hari ,kg,packet,1,3200,Spices,,,4,room_temperature,FALSE,,,TRUE,TRUE
Kalonji,kg,packet,1,266.77,Spices,,,0,room_temperature,FALSE,,,TRUE,TRUE
Long,kg,packet,1,780,Spices,,,6,room_temperature,FALSE,,,TRUE,TRUE
Javetri,kg,packet,1,1872,Spices,,,7,room_temperature,FALSE,,,TRUE,TRUE
Black Salt ,kg,packet,1,30,Spices,,,56,room_temperature,FALSE,,,TRUE,TRUE
Khada Masala ,kg,packet,1,1256,Spices,,,,room_temperature,FALSE,,,TRUE,TRUE
Aromat Seasoning Powder,packet,packet,1,215,Spices,,,23,room_temperature,FALSE,,KNORR,TRUE,TRUE
Bileching Powder,packet,packet,1,32.06,Spices,,,150,room_temperature,FALSE,,,TRUE,TRUE
Peri Peri Masala,packet,packet,1,150,Spices,,,19,room_temperature,FALSE,,,TRUE,TRUE
Sugar Loose ,kg,packet,1,43.5,Sugar,,,2111,room_temperature,FALSE,,,TRUE,TRUE
Sugar Candy ,kg,packet,1,54,Sugar,,,82,room_temperature,FALSE,,,TRUE,TRUE
Sugar Cube ,kg,packet,0.5,48,Sugar,,,26,room_temperature,FALSE,,DAURALA ,TRUE,TRUE
Sugar Free,packet,packet,1,100,Sugar,,,11,room_temperature,FALSE,,GOLD,TRUE,TRUE
Staff Rice ,kg,packet,1,36,Rice,,,311,room_temperature,FALSE,,,TRUE,TRUE
Briyani Rice 48 No.,kg,packet,1,64.5,Rice,,,314,room_temperature,FALSE,,AMEENA ,TRUE,TRUE
Briyani Rice 52 No.,kg,packet,1,67.74,Rice,,,390,room_temperature,FALSE,,,TRUE,TRUE
Guest Rice ,kg,packet,1,43,Rice,,,2334,room_temperature,FALSE,,JEEBA ,TRUE,TRUE
Dosa Kani ,kg,packet,1,35,Rice,,,200,room_temperature,FALSE,,JEEBA ,TRUE,TRUE
Dawat Rice ,kg,packet,1,99.75,Rice,,,70,room_temperature,FALSE,,JASAL A ONE ,TRUE,TRUE
Briyani Rice  ,kg,packet,1,68.5,Rice,,,0,room_temperature,FALSE,,INDIA GATE ,TRUE,TRUE
Regular Choice Rice ,kg,packet,1,74.2,Rice,,,0,room_temperature,FALSE,,INDIA GATE ,TRUE,TRUE
Mushroom Button ,can,can,1,86.45,Tin,,,445,room_temperature,FALSE,,FRUTINS,TRUE,TRUE
Mushroom Slice ,can,can,1,58.3,Tin,,,442,room_temperature,FALSE,,FRUTINS,TRUE,TRUE
Pineapple Slice ,can,can,1,85.87,Tin,,,117,room_temperature,FALSE,,FRUTINS,TRUE,TRUE
Fruit Cocktail ,can,can,1,85.87,Tin,,,264,room_temperature,FALSE,,FRUTINS,TRUE,TRUE
Tomato Puree,can,can,1,47.83,Tin,,,374,room_temperature,FALSE,,FRUTINS,TRUE,TRUE
Red Cheeries ,can,can,1,107.8,Tin,,,2,room_temperature,FALSE,,FRUTINS,TRUE,TRUE
Baby Corn,can,can,1,47.11,Tin,,,62,room_temperature,FALSE,,FRUTINS,TRUE,TRUE
Coconut Milk ,can,can,1,155,Tin,,,24,room_temperature,FALSE,,FRUTINS,TRUE,TRUE
Bamboo Shoot,can,can,1,77,Tin,,,18,room_temperature,FALSE,,FRUTINS,TRUE,TRUE
Sweet Corn Cream Style ,can,can,1,29.33,Tin,,,268,room_temperature,FALSE,,FRUTINS,TRUE,TRUE
Chipo.Papeer In Adoba Sauce2.8,can,can,1,2156,Tin,,,2,room_temperature,FALSE,,,TRUE,TRUE
Red Cherries Syrup,can,can,1,91.65,Tin,,,,room_temperature,FALSE,,,TRUE,TRUE
Green Chilli Sauce,liter,bottle,0.68,45,Sauce_jam_pickle,,,116,room_temperature,FALSE,,CHINGH,TRUE,TRUE
Red Chilli Sauce,liter,bottle,0.68,45,Sauce_jam_pickle,,,13,room_temperature,FALSE,,CHINGH,TRUE,TRUE
Soya Sauce  ,liter,bottle,0.75,45,Sauce_jam_pickle,,,42,room_temperature,FALSE,,CHINGH,TRUE,TRUE
Green Chilli Sauce  ,liter,bottle,4.5,235,Sauce_jam_pickle,,,16,room_temperature,FALSE,,EVERPLUS ,TRUE,TRUE
Red Chilli Sauce  ,liter,bottle,4.5,235,Sauce_jam_pickle,,,12,room_temperature,FALSE,,EVERPLUS ,TRUE,TRUE
Tomyom Sauce,liter,bottle,1,470,Sauce_jam_pickle,,,0,room_temperature,FALSE,,PREMIUM VEGETERIAN,TRUE,TRUE
Soya Sauce  ,liter,bottle,5,235,Sauce_jam_pickle,,,6,room_temperature,FALSE,,EVERPLUS ,TRUE,TRUE
Barbecus Sauce,liter,bottle,0.51,229.41,Sauce_jam_pickle,,,14,room_temperature,FALSE,,,TRUE,TRUE
Worsterd Sauce,liter,bottle,0.75,51.41,Sauce_jam_pickle,,,8,room_temperature,FALSE,,,TRUE,TRUE
Mix Pickle ,liter,bottle,5,245,Sauce_jam_pickle,,,40,room_temperature,FALSE,,EVERPLUS ,TRUE,TRUE
Mix Jam ,liter,bottle,4.5,350,Sauce_jam_pickle,,,42,room_temperature,FALSE,,EVERPLUS ,TRUE,TRUE
Tomato Ketchup ,liter,bottle,1.2,82,Sauce_jam_pickle,,,15,room_temperature,FALSE,,DR OETKER ,TRUE,TRUE
Tomato Ketchup ,packet,packet,1,190,Sauce_jam_pickle,,,16,room_temperature,FALSE,,KISHAN,TRUE,TRUE
Tomato Ketchup,packet,packet,1,230,Sauce_jam_pickle,,,5,room_temperature,FALSE,,,TRUE,TRUE
Tomato Ketchup Poucs,packet,packet,1,65,Sauce_jam_pickle,,,17,room_temperature,FALSE,,,TRUE,TRUE
Mix Pickle ,liter,bottle,0.95,114,Sauce_jam_pickle,,,22,room_temperature,FALSE,,EVEREST ,TRUE,TRUE
Green Chilli Pickle ,liter,bottle,0.95,170,Sauce_jam_pickle,,,2,room_temperature,FALSE,,EVEREST ,TRUE,TRUE
8 To 8 Sauce ,liter,bottle,0.2,80,Sauce_jam_pickle,,,33,room_temperature,FALSE,,GOLDEN CROWN ,TRUE,TRUE
Peri Peri Mayo Viba,packet,packet,1,185,Sauce_jam_pickle,,,0,room_temperature,FALSE,,,TRUE,TRUE
Tandoori Mayonise Cream,packet,packet,1,190,Sauce_jam_pickle,,,0,room_temperature,FALSE,,,TRUE,TRUE
Mayonise Cream ,packet,packet,1,100,Sauce_jam_pickle,,,19,room_temperature,FALSE,,DR OETKER ,TRUE,TRUE
Oyster Sauce ,liter,bottle,0.51,225,Sauce_jam_pickle,,,10,room_temperature,FALSE,,LEE KUM KEE ,TRUE,TRUE
Mustard Sauce ,liter,bottle,1,125,Sauce_jam_pickle,,,9,room_temperature,FALSE,,GOLDEN CROWN ,TRUE,TRUE
Veg Worcester Shire Sauce ,liter,bottle,0.2,48.75,Sauce_jam_pickle,,,0,room_temperature,FALSE,,,TRUE,TRUE
H P Sauce ,liter,bottle,0.2,205,Sauce_jam_pickle,,,10,room_temperature,FALSE,,,TRUE,TRUE
Pickle Mixed Vegetable ,liter,bottle,0.3,110,Sauce_jam_pickle,,,15,room_temperature,FALSE,,PRIYA ,TRUE,TRUE
Green Chilli Pickle ,liter,bottle,0.5,130,Sauce_jam_pickle,,,0,room_temperature,FALSE,,KHTARIJI ,TRUE,TRUE
Mix Fruit Jam ,liter,bottle,1,105,Sauce_jam_pickle,,,0,room_temperature,FALSE,,,TRUE,TRUE
Mixed Vegetable Pickle ,liter,bottle,0.3,93.49,Sauce_jam_pickle,,,0,room_temperature,FALSE,,PRIYA ,TRUE,TRUE
Barbecue Sauce,liter,bottle,0.51,243,Sauce_jam_pickle,,,0,room_temperature,FALSE,,GOLDEN CROWN,TRUE,TRUE
Nachose Chips,packet,packet,1,79.79,Sauce_jam_pickle,,,28,room_temperature,FALSE,,,TRUE,TRUE
Nimboo Sat,packet,packet,1,216.52,Sauce_jam_pickle,,,0,room_temperature,FALSE,,,TRUE,TRUE
Oyester Sauce,liter,bottle,0.75,222,Sauce_jam_pickle,,,,room_temperature,FALSE,,,TRUE,TRUE
Piza Pista Sauce,liter,bottle,1,155,Sauce_jam_pickle,,,0,room_temperature,FALSE,,,TRUE,TRUE
Pineapple  ,liter,bottle,1,196,Crush,,,23,room_temperature,FALSE,,,TRUE,TRUE
Banana Crush,liter,bottle,0.001,201,Crush,,,0,room_temperature,FALSE,,,TRUE,TRUE
Blue Curaco Cursh,liter,bottle,0.001,276.75,Crush,,,9,room_temperature,FALSE,,,TRUE,TRUE
Guava Crush ,liter,bottle,0.75,155.79,Crush,,,0,room_temperature,FALSE,,,TRUE,TRUE
Kivi Crush,liter,bottle,1,332,Crush,,,2,room_temperature,FALSE,,,TRUE,TRUE
Kokam Crush,liter,bottle,0.75,193.75,Crush,,,21,room_temperature,FALSE,,,TRUE,TRUE
Mango Crush,liter,bottle,0.75,186,Crush,,,4,room_temperature,FALSE,,,TRUE,TRUE
Strawverry Crush,liter,bottle,0.75,184.5,Crush,,,0,room_temperature,FALSE,,,TRUE,TRUE
Litchi Crush 1Ltr 240/-,liter,bottle,1,196,Crush,,,0,room_temperature,FALSE,,,TRUE,TRUE
Refined Oil ,can,can,1,1900,Oils,,,18,room_temperature,FALSE,,BEST CHOICE ,TRUE,TRUE
Musstard Oil ,liter,bottle,1,166,Oils,,,70,room_temperature,FALSE,,ENGINE ,TRUE,TRUE
Olive Oil  ,liter,bottle,1,725,Oils,,,9,room_temperature,FALSE,,BASSO ,TRUE,TRUE
Green Olive Oil ,liter,bottle,0.42,200,Oils,,,18,room_temperature,FALSE,,FIGARO ,TRUE,TRUE
Black Olive Oil ,liter,bottle,0.42,200,Oils,,,10,room_temperature,FALSE,,FIGARO ,TRUE,TRUE
Salad Oil,liter,bottle,0.05,122.7,Oils,,,0,room_temperature,FALSE,,,TRUE,TRUE
Gulab Jal ,liter,bottle,0.5,65,Water,,,6,room_temperature,FALSE,,GOLDEN CROWN ,TRUE,TRUE
Gulab Jal ,liter,bottle,1,90,Water,,,4,room_temperature,FALSE,,GOLDEN CROWN ,TRUE,TRUE
Gulab Jal ,liter,bottle,0.25,45,Water,,,0,room_temperature,FALSE,,GOLDEN CROWN ,TRUE,TRUE
Kewra Water ,liter,bottle,0.5,50,Water,,,19,room_temperature,FALSE,,GOLDEN CROWN ,TRUE,TRUE
Vinegar ,liter,bottle,0.68,35,Water,,,86,room_temperature,FALSE,,GOLDEN CROWN ,TRUE,TRUE
Kewra Water ,liter,bottle,0.25,50,Water,,,0,room_temperature,FALSE,,DABUR ,TRUE,TRUE
Dal Moong Mogar ,kg,packet,1,96,Pulses,,,570,room_temperature,FALSE,,,TRUE,TRUE
Dal Green Moong Sabut ,kg,packet,1,89,Pulses,,,9,room_temperature,FALSE,,,TRUE,TRUE
Dal White Mutter  ,kg,packet,1,43,Pulses,,,134,room_temperature,FALSE,,,TRUE,TRUE
Dal Channa ,kg,packet,1,74,Pulses,,,138,room_temperature,FALSE,,,TRUE,TRUE
Dal Rajma ,kg,packet,1,118,Pulses,,,257,room_temperature,FALSE,,,TRUE,TRUE
Dal Kala Urd Chilka ,kg,packet,1,99,Pulses,,,128,room_temperature,FALSE,,,TRUE,TRUE
Dal Kala Urd Sabut ,kg,packet,1,94,Pulses,,,14,room_temperature,FALSE,,,TRUE,TRUE
Dal Taur  ,kg,packet,1,105,Pulses,,,715,room_temperature,FALSE,,,TRUE,TRUE
Black Channa ,kg,packet,1,60,Pulses,,,150,room_temperature,FALSE,,,TRUE,TRUE
Dal Lobia ,kg,packet,1,84,Pulses,,,66,room_temperature,FALSE,,,TRUE,TRUE
Kabuli Channa ,kg,packet,1,102,Pulses,,,426,room_temperature,FALSE,,,TRUE,TRUE
Dal Roasted Channa  ,kg,packet,1,89,Pulses,,,70,room_temperature,FALSE,,,TRUE,TRUE
Dal Green Moong Chilka ,kg,packet,1,89,Pulses,,,180,room_temperature,FALSE,,,TRUE,TRUE
Dal Red Masur  ,kg,packet,1,72,Pulses,,,210,room_temperature,FALSE,,,TRUE,TRUE
Dal Black Masur  ,kg,packet,1,70,Pulses,,,112,room_temperature,FALSE,,,TRUE,TRUE
Dal White Urd  ,kg,packet,1,102,Pulses,,,248,room_temperature,FALSE,,,TRUE,TRUE
Curry Powder ,jar,jar,1,495,Pulses,,,0,room_temperature,FALSE,,BOLTS ,TRUE,TRUE
Oats ,jar,jar,1,80,Pulses,,,39,room_temperature,FALSE,,SHANTIS ,TRUE,TRUE
Kismis (Raisins),kg,packet,1,300,Pulses,,,0.5,room_temperature,FALSE,,,TRUE,TRUE
Match Box ,piece,individual,1,1,Pulses,,,600,room_temperature,FALSE,,,TRUE,TRUE
Pista Cutting,packet,packet,1,780,Pulses,,,0,room_temperature,FALSE,,,TRUE,TRUE
Pista ,kg,packet,1,790,Pulses,,,18,room_temperature,FALSE,,,TRUE,TRUE
Badam (Alomd),kg,packet,1,780,Pulses,,,15,room_temperature,FALSE,,,TRUE,TRUE
"Akhrote
Akhrote",kg,packet,1,1034,Pulses,,,36.5,room_temperature,FALSE,,,TRUE,TRUE
Eno 185Mrp,liter,bottle,0.1,170,Pulses,,,0,room_temperature,FALSE,,,TRUE,TRUE
Nutrella Spread,liter,bottle,0.35,350,Pulses,,,1,room_temperature,FALSE,,,TRUE,TRUE
Nutrella Spread,liter,bottle,0.75,632.43,Pulses,,,0,room_temperature,FALSE,,,TRUE,TRUE
Desi Ghee ,kg,packet,1,500,Ghee,,,36,room_temperature,FALSE,,KSHEER,TRUE,TRUE
Dalda Ghee ,kg,packet,1,140,Ghee,,,62,room_temperature,FALSE,,SCOTTER ,TRUE,TRUE
Silevada ,kg,packet,1,48,Papad,,,40,room_temperature,FALSE,,CHETAK ,TRUE,TRUE
Papad ,kg,packet,0.2,34,Papad,,,1080,room_temperature,FALSE,,VISHAL ,TRUE,TRUE
Jeera Papad ,kg,packet,0.5,43,Papad,,,151,room_temperature,FALSE,,ZAKAS ,TRUE,TRUE
Madrasi Papad ,kg,packet,0.09,20,Papad,,,42,room_temperature,FALSE,,SRI MEENAKSHI TRADERS ,TRUE,TRUE
Khichiya Papad ,kg,packet,1,100,Papad,,,1,room_temperature,FALSE,,,TRUE,TRUE
Lijjat Papad,kg,packet,1,340,Papad,,,32,room_temperature,FALSE,,,TRUE,TRUE
Coconut Powder ,kg,packet,1,288,Kitchen,,,115,room_temperature,FALSE,,AMIRAS ,TRUE,TRUE
Noodles ,kg,packet,0.8,56.25,Kitchen,,,96,room_temperature,FALSE,,GOLDEN CROWN ,TRUE,TRUE
Vermicelli ,kg,packet,0.8,80.75,Kitchen,,,189,room_temperature,FALSE,,BAMBINO ,TRUE,TRUE
White Dalia ,kg,packet,1,40,Kitchen,,,77,room_temperature,FALSE,,JAGDISH ,TRUE,TRUE
Poha ,kg,packet,1,52,Kitchen,,,46,room_temperature,FALSE,,TAPARIA ,TRUE,TRUE
Sev Mota ,kg,packet,1,200,Kitchen,,,35,room_temperature,FALSE,,,TRUE,TRUE
Sev Barik ,kg,packet,1,210,Kitchen,,,5,room_temperature,FALSE,,,TRUE,TRUE
Custard Powder ,kg,packet,1,95,Kitchen,,,40,room_temperature,FALSE,,BUTTER FLY ,TRUE,TRUE
Peanut ,kg,packet,1,91.64,Kitchen,,,22,room_temperature,FALSE,,,TRUE,TRUE
Soya Bean Badi ,kg,packet,1,61.5,Kitchen,,,165,room_temperature,FALSE,,RUCHI ,TRUE,TRUE
Moong Badi ,kg,packet,1,125,Kitchen,,,40,room_temperature,FALSE,,MAMTA ,TRUE,TRUE
