Ingredient Name,Unit of Measurement,Purchase Unit,Conversion Factor,Cost Per Unit,Category,Description,Minimum Stock Level,Current Stock,Storage Temperature,Is Perishable,Shelf Life Days,Brand,Active,Available
Paper Rin A4,packet,packet,1,231.6,Stationery ,,,,,,,,,
Pen,piece,individual,1,2.76,Stationery ,,20,,,,,,,
Pen Unibull,piece,individual,1,80,Stationery ,,,,,,,,,
Pencel,piece,individual,1,4.43,Stationery ,,,,,,,,,
Purchase Book,piece,individual,1,70,Stationery ,,,,,,,,,
Ragister,piece,individual,1,102.06,Stationery ,,1,,,,,,,
Ragister Attendence,piece,individual,1,102.26,Stationery ,,1,,,,,,,
Ragister Daily Stock,piece,individual,1,368.97,Stationery ,,2,,,,,,,
Ragister Duty Allotment,piece,individual,1,220,Stationery ,,,,,,,,,
Ragister Entery,piece,individual,1,588,Stationery ,,,,,,,,,
Ragister Floor Sectiction,piece,individual,1,119,Stationery ,,,,,,,,,
Ragister Grooming,piece,individual,1,220,Stationery ,,,,,,,,,
Ragister Hand Over,piece,individual,1,178.18,Stationery ,,,,,,,,,
Ragister Massage,piece,individual,1,358.33,Stationery ,,,,,,,,,
Ragister Op,piece,individual,1,260,Stationery ,,,,,,,,,
Ragister Room S,piece,individual,1,130,Stationery ,,,,,,,,,
Ragister Sabji Oder,piece,individual,1,190,Stationery ,,,,,,,,,
Room Service Order Control She,packet,packet,1,170,Stationery ,,,,,,,,,
Staf Gate Pass Book,piece,individual,1,95.83,Stationery ,,,,,,,,,
Stam Paid,piece,individual,1,30,Stationery ,,,,,,,,,
Steaker,packet,packet,1,25,Stationery ,,,,,,,,,
Stepler Pin Big,piece,individual,1,15.96,Stationery ,,,,,,,,,
Stepler Pin Small,piece,individual,1,9.93,Stationery ,,,,,,,,,
"Store Book
Store Book",piece,individual,1,199,Stationery ,,2,,,,,,,
Vegetable Book,piece,individual,1,175,Stationery ,,1,,,,,,,
Visitor Gate Pass Book,piece,individual,1,99.17,Stationery ,,,,,,,,,
Voucher Cash Jama,piece,individual,1,48.53,Stationery ,,,,,,,,,
Voucher Cash Payment,piece,individual,1,48.39,Stationery ,,,,,,,,,
Voucher Salary,piece,individual,1,63.64,Stationery ,,,,,,,,,
Whitener,piece,individual,1,17.83,Stationery ,,,,,,,,,
Gas ,piece,tank,1,1900,Gas,,30,,,,,,,
Water Jar,jar,jar,20000,25,Water jar,,,,,,,,,
Coal Wooden,piece,can,1,35,Coal,,,,,,,,,
Coal Stone,piece,can,1,28,Coal,,,,,,,,,
Caramel Syrup ,liter,individual,1000,770,Syrup ,,,,,,,MTSR,,
Chocolate Syrup ,liter,individual,700,760,Syrup ,,,,,,,MTSR,,
Cinnamon Syrup ,liter,individual,1000,860,Syrup ,,,,,,,MTSR,,
Elderflower Syrup ,liter,individual,1000,860,Syrup ,,,,,,,MTSR,,
Hazeinut Syrup ,liter,individual,1000,860,Syrup ,,,,,,,MTSR,,
Lemon Ice Tea ,liter,individual,1000,860,Syrup ,,,,,,,MTSR,,
Lrish Cream Syrup ,liter,individual,1000,700,Syrup ,,,,,,,MTSR,,
Peach Syrup ,liter,individual,1000,860,Syrup ,,,,,,,MTSR,,
Vanilla Syrup ,liter,individual,1000,860,Syrup ,,,,,,,MTSR,,
Dry Yeast,packet,packet,500,170.35,Bakery,,,,,,,ANGEL,,
Egg Free Red Velvetcake Mix ,packet,packet,1000,300,Bakery,,,,,,,CALPRO ,,
Egg Free Red Velvetcake Mix ,packet,packet,5000,1500,Bakery,,,,,,,CALPRO ,,
Almond Paste,packet,packet,1000,888.24,Bakery,,,,,,,CELEBRE,,
Liquid Food Colour Yellow,packet,packet,200,75,Bakery,,,,,,,COLOUR MIST,,
Liquid Food Colour Purple,packet,packet,200,75,Bakery,,,,,,,COLOUR MIST,,
Liquid Food Colour Blue,packet,packet,200,75,Bakery,,,,,,,COLOUR MIST,,
Liquid Food Colour Green,packet,packet,200,75,Bakery,,,,,,,COLOUR MIST,,
Liquid Food Colour Brown,packet,packet,200,240,Bakery,,,,,,,COLOUR MIST,,
Liquid Food Colour Orange ,packet,packet,200,240,Bakery,,,,,,,COLOUR MIST,,
Liquid Food Colour Red,packet,packet,200,240,Bakery,,,,,,,COLOUR MIST,,
Butterscotch Nuts 1Kg,piece,individual,1000,180,Bakery,,,,,,,CHOCOVILLE,,
Feuilletine French Biscuit,packet,packet,200,160,Bakery,,,,,,,MICS,,
Blueberry Frozen,packet,packet,1000,1516.67,Bakery,,,,,,,DIRA,,
Blueberry Puree,packet,packet,1000,1400,Bakery,,,,,,,DIRA,,
Strawberry Frozen,packet,packet,2500,1937.5,Bakery,,,,,,,DIRA,,
Strawverry Puree,packet,packet,1000,990,Bakery,,,,,,,DIRA,,
Mascarpone,packet,packet,500,350,Bakery,,,,,,,DILECTA,,
Baking Powder ,packet,packet,100,30,Bakery,,,,,,,WEIKFIELD ,,
Rose White Flavour,packet,packet,500,449.34,Bakery,,,,,,,IFF,,
Vanilla 2000 Powder,packet,packet,500,180,Bakery,,,,,,,IFF,,
Vanilla Flavour No1,packet,packet,500,335.28,Bakery,,,,,,,IFF,,
Almoud Special ,piece,individual,500,468,Bakery,,,,,,,LEZ,,
Biscoff Spred,packet,packet,400,480,Bakery,,,,,,,LOTUS,,
Black Current Crush,liter,bottle,1000,190,Bakery,,,,,,,MORDE,,
Milk Compound,piece,individual,500,170,Bakery,,,,,,,MORDE,,
Dark Chocolate (D45),piece,individual,500,486,Bakery,,,,,,,MORDE,,
Classic Bag,packet,packet,500,1550,Bakery,,,,,,,NESCAFE,,
Choco Wafer Rolls,packet,packet,250,80,Bakery,,,,,,,MICS,,
Milk Maid ,can,can,380,140.9,Bakery,,,,,,,NESTLE,,
Premium Eggfree Chocolate,packet,packet,5000,1258.73,Bakery,,,,,,,PILLSBURY,,
Premium Eggfree Vanilla,packet,packet,5000,1009.55,Bakery,,,,,,,PILLSBURY,,
Baking Soda,packet,packet,500,59.72,Bakery,,,,,,,WEIKFIELD ,,
Chocolate Gel,packet,packet,1000,228,Bakery,,,,,,,PURIX ,,
Glucose Syrup,packet,packet,1000,181.42,Bakery,,,,,,,PURIX ,,
Pectin,piece,individual,75,368,Bakery,,,,,,,PURIX ,,
Blanced Sliced Almond,packet,packet,1000,1280,Bakery,,,,,,,RICH'S,,
Bv Caramel Syrup,packet,packet,1300,240,Bakery,,,,,,,RICH'S,,
Bv Chocolate Syrup,packet,packet,1300,240,Bakery,,,,,,,RICH'S,,
Hazelnut Choco Spread,packet,packet,1000,252,Bakery,,,,,,,RICH'S,,
Alphabet Mix Sprinkle,packet,packet,130,208,Bakery,,,,,,,RAPLAP,,
Blanced Almond Powder,packet,packet,1000,1100,Bakery,,,,,,,RAPLAP,,
Calcium Powder,packet,packet,1000,496.52,Bakery,,,,,,,RAPLAP,,
Calcium Powder,packet,packet,800,480,Bakery,,,,,,,RAPLAP,,
Dark Compound Chips,packet,packet,1000,394.44,Bakery,,,,,,,RAPLAP,,
Glaze Chocolate,packet,packet,2500,400,Bakery,,,,,,,RAPLAP,,
Hazelnut Kernal,packet,packet,500,1143.75,Bakery,,,,,,,RAPLAP,,
Luster Dust Gold,packet,packet,50,960,Bakery,,,,,,,RAPLAP,,
Luster Dust Silver ,packet,packet,50,960,Bakery,,,,,,,RAPLAP,,
Pearl Ball Red Mini,packet,packet,500,640,Bakery,,,,,,,RAPLAP,,
Wheat Gluten,packet,packet,1000,360,Bakery,,,,,,,RAPLAP,,
Classic Breakfast Sugar,packet,packet,1000,75,Bakery,,,,,,,TRUST,,
Gold Brown Sugar,packet,packet,1000,120,Bakery,,,,,,,TRUST,,
Caster Sugar,packet,packet,1000,75,Bakery,,,,,,,UTTAM,,
Icing Sugar,packet,packet,1000,70.49,Bakery,,,,,,,UTTAM,,
Dark Chocolate 46.5%,packet,packet,1000,1050,Bakery,,,,,,,VAN HOUTEN PROFESSIONAL,,
Milk Chocolate 35.6%,packet,packet,1000,1180,Bakery,,,,,,,VAN HOUTEN PROFESSIONAL,,
White Chocolate,packet,packet,1000,1300,Bakery,,,,,,,VAN HOUTEN PROFESSIONAL,,
Cocoa Powder,packet,packet,1000,1080,Bakery,,,,,,,VAN HOUTEN PROFESSIONAL,,
Unsalted Butter,packet,packet,500,280,Bakery,,,,,,,DYNAMIX,,
Unsalted Butter,packet,packet,500,300,Bakery,,,,,,,PRESIDENT ,,
Milk Powder,packet,packet,1000,400,Bakery,,,,,,,SKIMMED,,
"10""Cake Base Round Black-Mdf",piece,individual,1,7.79,Disposal ,,,,,,,,,
"10""Cake Base Square Black-Mdf",piece,individual,1,7.79,Disposal ,,,,,,,,,
250 Ml Paper Tray(50),packet,packet,1,145.07,Disposal ,,,,,,,,,
4426 Paper Cups (1000Pc),piece,individual,1,315.38,Disposal ,,,,,,,,,
500 Ml Paper Tray (50Pc),packet,packet,1,200.45,Disposal ,,,,,,,,,
5030 Paper Cups (1000Pc),piece,individual,1,400,Disposal ,,,,,,,,,
5037.5 Cups 1000Pc,piece,individual,1,420,Disposal ,,,,,,,,,
"8"" Cake Base Square Black-Mdf",piece,individual,1,4.48,Disposal ,,,,,,,,,
"8""Cake Base Round Black -Mdf",piece,individual,1,4.48,Disposal ,,,,,,,,,
Acrylic Containerrectangle300M,piece,individual,1,25,Disposal ,,,,,,,,,
"Acrylic Small Rectangle Desert
Box (N59)",piece,individual,1,25,Disposal ,,,,,,,,,
Cake Base Board 10*10,piece,individual,1,9.99,Disposal ,,,,,,,,,
Cake Base Board 14*14,piece,individual,1,25,Disposal ,,,,,,,,,
Cake Base Board 16*16,piece,individual,1,30,Disposal ,,,,,,,,,
Cake Base Board Board 8*8,piece,individual,1,8,Disposal ,,,,,,,,,
Cake Base Raound 5*5,piece,individual,1,5,Disposal ,,,,,,,,,
Bolo Paper Cups,piece,individual,1,9.99,Disposal ,,,,,,,,,
Small Dream Tin,packet,packet,1,30,Disposal ,,,,,,,,,
Square Food Container (50),packet,packet,50,920,Disposal ,,,,,,,,,
Triangle Pastry Box,packet,packet,100,949.99,Disposal ,,,,,,,,,
