Ingredient Name,Unit of Measurement,Purchase Unit,Conversion Factor,Cost Per Unit,Category,Description,Minimum Stock Level,Current Stock,Storage Temperature,Is Perishable,Shelf Life Days,Brand,Active,Available
Dhania Sabut ,kg,packet,1000,93.0,Spices,,0.5,0.0,room_temperature,False,,,True,True
Black Pepper ,kg,packet,1000,360.0,Spices,,,0.0,room_temperature,False,,,True,True
Dal Chini ,kg,packet,1000,260.0,Spices,,,0.0,room_temperature,False,,,True,True
Elachi Big ,kg,packet,1000,1950.0,Spices,,,0.0,room_temperature,False,,,True,True
Star Phool ,kg,packet,1000,380.0,Spices,,,0.0,room_temperature,False,,,True,True
Tez Pata ,kg,packet,1000,100.0,Spices,,,0.0,room_temperature,False,,,True,True
Elachi Hari ,kg,packet,1000,3200.0,Spices,,0.1,0.0,room_temperature,False,,,True,True
Kalonji,kg,packet,1000,266.77,Spices,,,0.0,room_temperature,False,,,True,True
Long,kg,packet,1000,780.0,Spices,,,0.0,room_temperature,False,,,True,True
Javetri,kg,packet,1000,1872.0,Spices,,,0.0,room_temperature,False,,,True,True
Black Salt ,kg,packet,1000,30.0,Spices,,1.0,0.0,room_temperature,False,,,True,True
Khada Masala ,kg,packet,1000,1256.0,Spices,,0.5,0.0,room_temperature,False,,,True,True
Aromat Seasoning Powder,packet,packet,500,215.0,Spices,,,0.0,room_temperature,False,,KNORR,True,True
Bileching Powder,packet,packet,1000,32.06,Spices,,2.0,0.0,room_temperature,False,,,True,True
Peri Peri Masala,packet,packet,100,150.0,Spices,,,0.0,room_temperature,False,,,True,True
Sugar Loose ,kg,packet,1000,43.5,Sugar,,84.0,0.0,room_temperature,False,,,True,True
Sugar Candy ,kg,packet,1000,54.0,Sugar,,1.0,0.0,room_temperature,False,,,True,True
Sugar Cube ,kg,packet,500,48.0,Sugar,,,0.0,room_temperature,False,,DAURALA ,True,True
Sugar Free,packet,packet,75,100.0,Sugar,,,0.0,room_temperature,False,,,True,True
Staff Rice ,kg,packet,1000,36.0,Rice,,,0.0,room_temperature,False,,,True,True
Briyani Rice 48 No.,kg,packet,1000,64.5,Rice,,9.0,0.0,room_temperature,False,,AMEENA ,True,True
Briyani Rice 52 No.,kg,packet,1000,67.74,Rice,,,0.0,room_temperature,False,,,True,True
Guest Rice ,kg,packet,1000,43.0,Rice,,98.0,0.0,room_temperature,False,,JEEBA ,True,True
Dosa Kani ,kg,packet,1000,35.0,Rice,,,0.0,room_temperature,False,,JEEBA ,True,True
Dawat Rice ,kg,packet,1000,99.75,Rice,,,0.0,room_temperature,False,,JASAL A ONE ,True,True
Briyani Rice  ,kg,packet,1000,68.5,Rice,,,0.0,room_temperature,False,,INDIA GATE ,True,True
Regular Choice Rice ,kg,packet,1000,74.2,Rice,,,0.0,room_temperature,False,,INDIA GATE ,True,True
Mushroom Button ,can,can,800,86.45,Tin,,13.0,0.0,room_temperature,False,,FRUTINS,True,True
Mushroom Slice ,can,can,800,58.3,Tin,,7.0,0.0,room_temperature,False,,FRUTINS,True,True
Pineapple Slice ,can,can,840,85.87,Tin,,,0.0,room_temperature,False,,FRUTINS,True,True
Fruit Cocktail ,can,can,840,85.87,Tin,,3.0,0.0,room_temperature,False,,FRUTINS,True,True
Tomato Puree,can,can,825,47.83,Tin,,,0.0,room_temperature,False,,FRUTINS,True,True
Red Cheeries ,can,can,830,107.8,Tin,,,0.0,room_temperature,False,,FRUTINS,True,True
Baby Corn,can,can,400,47.11,Tin,,,0.0,room_temperature,False,,FRUTINS,True,True
Coconut Milk ,can,can,400,155.0,Tin,,,0.0,room_temperature,False,,FRUTINS,True,True
Bamboo Shoot,can,can,800,77.0,Tin,,,0.0,room_temperature,False,,FRUTINS,True,True
Sweet Corn Cream Style ,can,can,440,29.33,Tin,,,0.0,room_temperature,False,,FRUTINS,True,True
Chipo.Papeer In Adoba Sauce2.8,can,can,2800,2156.0,Tin,,,0.0,room_temperature,False,,,True,True
Red Cherries Syrup,can,can,830,91.65,Tin,,,0.0,room_temperature,False,,,True,True
Green Chilli Sauce,liter,bottle,680,45.0,Sauce_jam_pickle,,,0.0,room_temperature,False,,CHINGH,True,True
Red Chilli Sauce,liter,bottle,680,45.0,Sauce_jam_pickle,,,0.0,room_temperature,False,,CHINGH,True,True
Soya Sauce  ,liter,bottle,750,45.0,Sauce_jam_pickle,,,0.0,room_temperature,False,,CHINGH,True,True
Green Chilli Sauce  ,liter,bottle,4500,235.0,Sauce_jam_pickle,,0.6,0.0,room_temperature,False,,EVERPLUS ,True,True
Red Chilli Sauce  ,liter,bottle,4500,235.0,Sauce_jam_pickle,,0.6,0.0,room_temperature,False,,EVERPLUS ,True,True
Tomyom Sauce,liter,bottle,1000,470.0,Sauce_jam_pickle,,2.0,0.0,room_temperature,False,,,True,True
Soya Sauce  ,liter,bottle,5000,235.0,Sauce_jam_pickle,,0.5,0.0,room_temperature,False,,EVERPLUS ,True,True
Barbecus Sauce,liter,bottle,510,229.41,Sauce_jam_pickle,,,0.0,room_temperature,False,,,True,True
Worsterd Sauce,liter,bottle,750,51.41,Sauce_jam_pickle,,,0.0,room_temperature,False,,,True,True
Mix Pickle ,liter,bottle,5000,245.0,Sauce_jam_pickle,,1.0,0.0,room_temperature,False,,EVERPLUS ,True,True
Mix Jam ,liter,bottle,4500,350.0,Sauce_jam_pickle,,1.0,0.0,room_temperature,False,,EVERPLUS ,True,True
Tomato Ketchup ,liter,bottle,1200,82.0,Sauce_jam_pickle,,,0.0,room_temperature,False,,DR OETKER ,True,True
Tomato Ketchup ,packet,packet,2000,190.0,Sauce_jam_pickle,,,0.0,room_temperature,False,,KISHAN,True,True
Tomato Ketchup,packet,packet,5000,230.0,Sauce_jam_pickle,,,0.0,room_temperature,False,,,True,True
Tomato Ketchup Poucs,packet,packet,100,65.0,Sauce_jam_pickle,,,0.0,room_temperature,False,,,True,True
Mix Pickle ,liter,bottle,950,114.0,Sauce_jam_pickle,,2.0,0.0,room_temperature,False,,EVEREST ,True,True
Green Chilli Pickle ,liter,bottle,950,170.0,Sauce_jam_pickle,,2.0,0.0,room_temperature,False,,EVEREST ,True,True
8 To 8 Sauce ,liter,bottle,200,80.0,Sauce_jam_pickle,,,0.0,room_temperature,False,,GOLDEN CROWN ,True,True
Peri Peri Mayo Viba,packet,packet,1000,185.0,Sauce_jam_pickle,,,0.0,room_temperature,False,,,True,True
Tandoori Mayonise Cream,packet,packet,1000,190.0,Sauce_jam_pickle,,,0.0,room_temperature,False,,,True,True
Mayonise Cream ,packet,packet,1000,100.0,Sauce_jam_pickle,,,0.0,room_temperature,False,,DR OETKER ,True,True
Oyster Sauce ,liter,bottle,510,225.0,Sauce_jam_pickle,,,0.0,room_temperature,False,,LEE KUM KEE ,True,True
Mustard Sauce ,liter,bottle,1000,125.0,Sauce_jam_pickle,,,0.0,room_temperature,False,,GOLDEN CROWN ,True,True
Veg Worcester Shire Sauce ,liter,bottle,200,48.75,Sauce_jam_pickle,,,0.0,room_temperature,False,,,True,True
H P Sauce ,liter,bottle,200,205.0,Sauce_jam_pickle,,,0.0,room_temperature,False,,,True,True
Pickle Mixed Vegetable ,liter,bottle,300,110.0,Sauce_jam_pickle,,,0.0,room_temperature,False,,PRIYA ,True,True
Green Chilli Pickle ,liter,bottle,500,130.0,Sauce_jam_pickle,,,0.0,room_temperature,False,,KHTARIJI ,True,True
Mix Fruit Jam ,liter,bottle,1000,105.0,Sauce_jam_pickle,,,0.0,room_temperature,False,,,True,True
Mixed Vegetable Pickle ,liter,bottle,300,93.49,Sauce_jam_pickle,,,0.0,room_temperature,False,,PRIYA ,True,True
Barbecue Sauce,liter,bottle,510,243.0,Sauce_jam_pickle,,,0.0,room_temperature,False,,GOLDEN CROWN,True,True
Nachose Chips,packet,packet,200,79.79,Sauce_jam_pickle,,,0.0,room_temperature,False,,,True,True
Nimboo Sat,packet,packet,1000,216.52,Sauce_jam_pickle,,,0.0,room_temperature,False,,,True,True
Oyester Sauce,liter,bottle,750,222.0,Sauce_jam_pickle,,,0.0,room_temperature,False,,,True,True
Piza Pista Sauce,liter,bottle,1000,155.0,Sauce_jam_pickle,,,0.0,room_temperature,False,,,True,True
Pineapple  ,liter,bottle,1000,196.0,Crush,,1.0,0.0,room_temperature,False,,,True,True
Banana Crush,liter,bottle,1,201.0,Crush,,,0.0,room_temperature,False,,,True,True
Blue Curaco Cursh,liter,bottle,1,276.75,Crush,,,0.0,room_temperature,False,,,True,True
Guava Crush ,liter,bottle,750,155.79,Crush,,,0.0,room_temperature,False,,,True,True
Kivi Crush,liter,bottle,1000,332.0,Crush,,,0.0,room_temperature,False,,,True,True
Kokam Crush,liter,bottle,750,193.75,Crush,,,0.0,room_temperature,False,,,True,True
Mango Crush,liter,bottle,750,186.0,Crush,,,0.0,room_temperature,False,,,True,True
Strawverry Crush,liter,bottle,750,184.5,Crush,,,0.0,room_temperature,False,,,True,True
Litchi Crush 1Ltr 240/-,liter,bottle,1000,196.0,Crush,,,0.0,room_temperature,False,,,True,True
Refined Oil ,can,can,15000,1900.0,Oils,,7.0,0.0,room_temperature,False,,BEST CHOICE ,True,True
Musstard Oil ,liter,bottle,1000,166.0,Oils,,2.0,0.0,room_temperature,False,,ENGINE ,True,True
Olive Oil  ,liter,bottle,1000,725.0,Oils,,,0.0,room_temperature,False,,BASSO ,True,True
Green Olive Oil ,liter,bottle,420,200.0,Oils,,,0.0,room_temperature,False,,FIGARO ,True,True
Black Olive Oil ,liter,bottle,420,200.0,Oils,,,0.0,room_temperature,False,,FIGARO ,True,True
Salad Oil,liter,bottle,50,122.7,Oils,,,0.0,room_temperature,False,,,True,True
Gulab Jal ,liter,bottle,500,65.0,Water,,,0.0,room_temperature,False,,GOLDEN CROWN ,True,True
Gulab Jal ,liter,bottle,1000,90.0,Water,,,0.0,room_temperature,False,,GOLDEN CROWN ,True,True
Gulab Jal ,liter,bottle,250,45.0,Water,,,0.0,room_temperature,False,,GOLDEN CROWN ,True,True
Kewra Water ,liter,bottle,500,50.0,Water,,,0.0,room_temperature,False,,GOLDEN CROWN ,True,True
Vinegar ,liter,bottle,680,35.0,Water,,1.0,0.0,room_temperature,False,,GOLDEN CROWN ,True,True
Kewra Water ,liter,bottle,250,50.0,Water,,,0.0,room_temperature,False,,DABUR ,True,True
Dal Moong Mogar ,kg,packet,1000,96.0,Pulses,,14.0,0.0,room_temperature,False,,,True,True
Dal Green Moong Sabut ,kg,packet,1000,89.0,Pulses,,3.0,0.0,room_temperature,False,,,True,True
Dal White Mutter  ,kg,packet,1000,43.0,Pulses,,3.0,0.0,room_temperature,False,,,True,True
Dal Channa ,kg,packet,1000,74.0,Pulses,,6.0,0.0,room_temperature,False,,,True,True
Dal Rajma ,kg,packet,1000,118.0,Pulses,,5.0,0.0,room_temperature,False,,,True,True
Dal Kala Urd Chilka ,kg,packet,1000,99.0,Pulses,,,0.0,room_temperature,False,,,True,True
Dal Kala Urd Sabut ,kg,packet,1000,94.0,Pulses,,2.0,0.0,room_temperature,False,,,True,True
Dal Taur  ,kg,packet,1000,105.0,Pulses,,10.0,0.0,room_temperature,False,,,True,True
Black Channa ,kg,packet,1000,60.0,Pulses,,7.0,0.0,room_temperature,False,,,True,True
Dal Lobia ,kg,packet,1000,84.0,Pulses,,3.0,0.0,room_temperature,False,,,True,True
Kabuli Channa ,kg,packet,1000,102.0,Pulses,,8.0,0.0,room_temperature,False,,,True,True
Dal Roasted Channa  ,kg,packet,1000,89.0,Pulses,,1.0,0.0,room_temperature,False,,,True,True
Dal Green Moong Chilka ,kg,packet,1000,89.0,Pulses,,3.0,0.0,room_temperature,False,,,True,True
Dal Red Masur  ,kg,packet,1000,72.0,Pulses,,3.0,0.0,room_temperature,False,,,True,True
Dal Black Masur  ,kg,packet,1000,70.0,Pulses,,4.0,0.0,room_temperature,False,,,True,True
Dal White Urd  ,kg,packet,1000,102.0,Pulses,,7.0,0.0,room_temperature,False,,,True,True
Curry Powder ,jar,jar,500,495.0,Pulses,,,0.0,room_temperature,False,,BOLTS ,True,True
Oats ,jar,jar,215,80.0,Pulses,,,0.0,room_temperature,False,,SHANTIS ,True,True
Kismis (Raisins),kg,packet,1000,300.0,Pulses,,0.5,0.0,room_temperature,False,,,True,True
Match Box ,piece,individual,1,1.0,Pulses,,,0.0,room_temperature,False,,,True,True
Pista Cutting,packet,packet,1000,780.0,Pulses,,,0.0,room_temperature,False,,,True,True
Pista ,kg,packet,1000,790.0,Pulses,,,0.0,room_temperature,False,,,True,True
Badam (Alomd),kg,packet,1000,780.0,Pulses,,,0.0,room_temperature,False,,,True,True
"Akhrote
Akhrote",kg,packet,1000,1034.0,Pulses,,,0.0,room_temperature,False,,,True,True
Eno 185Mrp,liter,bottle,100,170.0,Pulses,,,0.0,room_temperature,False,,,True,True
Nutrella Spread,liter,bottle,350,350.0,Pulses,,,0.0,room_temperature,False,,,True,True
Nutrella Spread,liter,bottle,750,632.43,Pulses,,,0.0,room_temperature,False,,,True,True
Desi Ghee ,kg,packet,1000,500.0,Ghee,,4.0,0.0,room_temperature,False,,KSHEER,True,True
Dalda Ghee ,kg,packet,1000,140.0,Ghee,,,0.0,room_temperature,False,,SCOTTER ,True,True
Silevada ,kg,packet,1000,48.0,Papad,,3.0,0.0,room_temperature,False,,CHETAK ,True,True
Papad ,kg,packet,200,34.0,Papad,,2.0,0.0,room_temperature,False,,VISHAL ,True,True
Jeera Papad ,kg,packet,500,43.0,Papad,,3.0,0.0,room_temperature,False,,ZAKAS ,True,True
Madrasi Papad ,kg,packet,90,20.0,Papad,,8.0,0.0,room_temperature,False,,SRI MEENAKSHI TRADERS ,True,True
Khichiya Papad ,kg,packet,1000,100.0,Papad,,,0.0,room_temperature,False,,,True,True
Lijjat Papad,kg,packet,1000,340.0,Papad,,,0.0,room_temperature,False,,,True,True
Coconut Powder ,kg,packet,1000,288.0,Kitchen,,2.0,0.0,room_temperature,False,,AMIRAS ,True,True
Noodles ,kg,packet,800,56.25,Kitchen,,0.5,0.0,room_temperature,False,,GOLDEN CROWN ,True,True
Vermicelli ,kg,packet,800,80.75,Kitchen,,8.0,0.0,room_temperature,False,,BAMBINO ,True,True
White Dalia ,kg,packet,1000,40.0,Kitchen,,2.0,0.0,room_temperature,False,,JAGDISH ,True,True
Poha ,kg,packet,1000,52.0,Kitchen,,6.0,0.0,room_temperature,False,,TAPARIA ,True,True
Sev Mota ,kg,packet,1000,200.0,Kitchen,,3.0,0.0,room_temperature,False,,,True,True
Sev Barik ,kg,packet,1000,210.0,Kitchen,,1.0,0.0,room_temperature,False,,,True,True
Custard Powder ,kg,packet,1000,95.0,Kitchen,,1.0,0.0,room_temperature,False,,BUTTER FLY ,True,True
Peanut ,kg,packet,1000,91.64,Kitchen,,4.0,0.0,room_temperature,False,,,True,True
Soya Bean Badi ,kg,packet,1000,61.5,Kitchen,,3.0,0.0,room_temperature,False,,RUCHI ,True,True
Moong Badi ,kg,packet,1000,125.0,Kitchen,,,0.0,room_temperature,False,,MAMTA ,True,True
Magaj,kg,packet,1000,465.0,Kitchen,,4.0,0.0,room_temperature,False,,ASHOK INDUSTRIES ,True,True
Suji ,kg,packet,1000,45.0,Kitchen,,4.0,0.0,room_temperature,False,,TAPARIA ,True,True
Itli Rawa ,kg,packet,1000,40.0,Kitchen,,7.0,0.0,room_temperature,False,,,True,True
Imli ,kg,packet,1000,125.0,Kitchen,,2.0,0.0,room_temperature,False,,,True,True
Pani Puri  ,kg,packet,1000,95.0,Kitchen,,,0.0,room_temperature,False,,AMAZING ,True,True
Gulab Jamun Powder ,kg,packet,200,107.0,Kitchen,,11.0,0.0,room_temperature,False,,GITS ,True,True
Ajinomoto ,kg,packet,500,90.0,Kitchen,,0.5,0.0,room_temperature,False,,GOLDEN CROWN ,True,True
Spaghetti ,kg,packet,500,65.0,Kitchen,,,0.0,room_temperature,False,,GOLDEN CROWN ,True,True
Pasta Lasaniya,packet,packet,500,250.0,Kitchen,,,0.0,room_temperature,False,,,True,True
Pasta Penne  ,packet,packet,500,120.0,Kitchen,,,0.0,room_temperature,False,,,True,True
Pasta Macroni  ,packet,packet,500,83.61,Kitchen,,,0.0,room_temperature,False,,,True,True
Pasta Penne  ,kg,packet,1000,58.0,Kitchen,,,0.0,room_temperature,False,,ZILLI MILLI ,True,True
Pasta Macroni  ,kg,packet,1000,58.0,Kitchen,,,0.0,room_temperature,False,,ZILLI MILLI ,True,True
Gur (Jaggery),kg,packet,1000,42.97,Kitchen,,4.0,0.0,room_temperature,False,,,True,True
Baking Powder ,kg,packet,400,48.14,Kitchen,,,0.0,room_temperature,False,,WEIKFIELD ,True,True
Murmura ,kg,packet,500,37.15,Kitchen,,1.0,0.0,room_temperature,False,,,True,True
Sabudana ,kg,packet,500,36.5,Kitchen,,,0.0,room_temperature,False,,,True,True
Coffee Powder 500 Grm,packet,packet,500,1779.0,Kitchen,,,0.0,room_temperature,False,,,True,True
Coffee Esspresso Blend ,kg,packet,1000,1509.0,Kitchen,,,0.0,room_temperature,False,,,True,True
Coffee,kg,packet,1000,660.69,Kitchen,,0.5,0.0,room_temperature,False,,LAVAZZA,True,True
Coffee ,kg,packet,1000,1036.0,Kitchen,,,0.0,room_temperature,False,,TATA ,True,True
