Ingredient Name,Unit of Measurement,Purchase Unit,Conversion Factor,Cost Per Unit,Category,Description,Minimum Stock Level,Current Stock,Storage Temperature,Is Perishable,Shelf Life Days,Brand,Active,Available
SAMBHAR MASALA ,Packet,PACKET ,100 ,88,Spices,,3,,Room Temperature,FALSE,,CATCH ,TRUE,TRUE
PAV BHAJI MASALA ,Packet,PACKET ,100 ,75,Spices,,,,Room Temperature,FALSE,,CATCH ,TRUE,TRUE
WHITE PEPPER MASALA ,Kg ,Kg ,1000,1500,Spices,,,,Room Temperature,FALSE,,CATCH ,TRUE,TRUE
RASAM MASALA ,Packet,PACKET ,100 ,57,Spices,,,,Room Temperature,FALSE,,FLAVARICH ,TRUE,TRUE
KASTURI METHI ,Packet,PACKET ,100 ,44,Spices,,4,,Room Temperature,FALSE,,PUNEET MASALA ,TRUE,TRUE
PANI PURI MASALA ,Kg ,Kg ,100 ,67,Spices,,,,Room Temperature,FALSE,,AMAZING ,TRUE,TRUE
JEERA  ,Kg ,Kg ,1000,241,Spices,,3,,Room Temperature,FALSE,,,TRUE,TRUE
SALT WHITE POUCH  250,Packet,PACKET ,250G,50,Spices,,,,Room Temperature,FALSE,,,TRUE,TRUE
SALT BLACK POUCH 250 ,Packet,PACKET ,250G,160,Spices,,,,Room Temperature,FALSE,,,TRUE,TRUE
METHI SABUT ,Kg ,Kg ,1000,94,Spices,,0.2,,Room Temperature,FALSE,,,TRUE,TRUE
RAI ,Kg ,Kg ,1000,75.6,Spices,,0.5,,Room Temperature,FALSE,,,TRUE,TRUE
AMCHUR ,Kg ,Kg ,1000,150,Spices,,,,Room Temperature,FALSE,,,TRUE,TRUE
HALDI POWDER ,Kg ,Kg ,1000,208,Spices,,4,,Room Temperature,FALSE,,,TRUE,TRUE
RED CHILLI POWDER ,Kg ,Kg ,1000,194,Spices,,4,,Room Temperature,FALSE,,,TRUE,TRUE
DHANIA POWDER ,Kg ,Kg ,1000,134,Spices,,4,,Room Temperature,FALSE,,,TRUE,TRUE
RED CHILLI SABUT ,Kg ,Kg ,1000,169,Spices,,0.5,,Room Temperature,FALSE,,,TRUE,TRUE
DHANIA SABUT ,Kg ,Kg ,1000,93,Spices,,0.5,,Room Temperature,FALSE,,,TRUE,TRUE
BLACK PEPPER ,Kg ,Kg ,1000,360,Spices,,,,Room Temperature,FALSE,,,TRUE,TRUE
DAL CHINI ,Kg ,Kg ,1000,260,Spices,,,,Room Temperature,FALSE,,,TRUE,TRUE
ELACHI BIG ,Kg ,Kg ,1000,1950,Spices,,,,Room Temperature,FALSE,,,TRUE,TRUE
STAR PHOOL ,Kg ,Kg ,1000,380,Spices,,,,Room Temperature,FALSE,,,TRUE,TRUE
TEZ PATA ,Kg ,Kg ,1000,100,Spices,,,,Room Temperature,FALSE,,,TRUE,TRUE
ELACHI HARI ,Kg ,Kg ,1000,3200,Spices,,0.1,,Room Temperature,FALSE,,,TRUE,TRUE
KALONJI,Kg,Kg,1000,266.77,Spices,,,,Room Temperature,FALSE,,,TRUE,TRUE
LONG,Kg,Kg,1000,780,Spices,,,,Room Temperature,FALSE,,,TRUE,TRUE
JAVETRI,Kg,Kg,1000,1872,Spices,,,,Room Temperature,FALSE,,,TRUE,TRUE
BLACK SALT ,Kg ,Kg ,1000,30,Spices,,1,,Room Temperature,FALSE,,,TRUE,TRUE
KHADA MASALA ,Kg ,Kg ,1000,1256,Spices,,0.5,,Room Temperature,FALSE,,,TRUE,TRUE
AROMAT SEASONING POWDER,Packet,PACKET,500 ,215,Spices,,,,Room Temperature,FALSE,,KNORR,TRUE,TRUE
BILECHING POWDER,Packet,PACKET,1000,32.06,Spices,,2,,Room Temperature,FALSE,,,TRUE,TRUE
PERI PERI MASALA,Packet,PACKET,100 ,150,Spices,,,,Room Temperature,FALSE,,,TRUE,TRUE
SUGAR LOOSE ,Kg ,Kg ,1000,43.5,Other,,84,,Room Temperature,FALSE,,,TRUE,TRUE
SUGAR CANDY ,Kg ,Kg ,1000,54,Other,,1,,Room Temperature,FALSE,,,TRUE,TRUE
SUGAR CUBE ,Kg ,Kg ,500 ,48,Other,,,,Room Temperature,FALSE,,DAURALA ,TRUE,TRUE
SUGAR FREE,Packet,PACKET,.75 ,100,Other,,,,Room Temperature,FALSE,,,TRUE,TRUE
STAFF RICE ,Kg ,Kg ,1000,36,Grains,,,,Room Temperature,FALSE,,,TRUE,TRUE
BRIYANI RICE 48 NO.,Kg ,Kg ,1000,64.5,Grains,,9,,Room Temperature,FALSE,,AMEENA ,TRUE,TRUE
BRIYANI RICE 52 NO.,Kg,Kg,1000,67.74,Grains,,,,Room Temperature,FALSE,,,TRUE,TRUE
GUEST RICE ,Kg ,Kg ,1000,43,Grains,,98,,Room Temperature,FALSE,,JEEBA ,TRUE,TRUE
DOSA KANI ,Kg ,Kg ,1000,35,Grains,,,,Room Temperature,FALSE,,JEEBA ,TRUE,TRUE
DAWAT RICE ,Kg,Kg,1000,99.75,Grains,,,,Room Temperature,FALSE,,JASAL A ONE ,TRUE,TRUE
BRIYANI RICE  ,Kg,Kg,1000,68.5,Grains,,,,Room Temperature,FALSE,,INDIA GATE ,TRUE,TRUE
REGULAR CHOICE RICE ,Kg,Kg,1000,74.2,Grains,,,,Room Temperature,FALSE,,INDIA GATE ,TRUE,TRUE
MUSHROOM BUTTON ,Liter ,TIN ,800 ,86.45,canned,,13,,Room Temperature,FALSE,,FRUTINS,TRUE,TRUE
MUSHROOM SLICE ,Liter ,TIN ,800 ,58.3,canned,,7,,Room Temperature,FALSE,,FRUTINS,TRUE,TRUE
PINEAPPLE SLICE ,Liter ,TIN,840 ,85.87,canned,,,,Room Temperature,FALSE,,FRUTINS,TRUE,TRUE
FRUIT COCKTAIL ,Liter ,TIN,840 ,85.87,canned,,3,,Room Temperature,FALSE,,FRUTINS,TRUE,TRUE
TOMATO PUREE,Liter ,TIN,825 ,47.83,canned,,,,Room Temperature,FALSE,,FRUTINS,TRUE,TRUE
RED CHEERIES ,Liter ,TIN,830 ,107.8,canned,,,,Room Temperature,FALSE,,FRUTINS,TRUE,TRUE
BABY CORN,Liter ,TIN,400 ,47.11,canned,,,,Room Temperature,FALSE,,FRUTINS,TRUE,TRUE
COCONUT MILK ,Liter ,TIN,400 ,155,canned,,,,Room Temperature,FALSE,,FRUTINS,TRUE,TRUE
BAMBOO SHOOT,Liter ,TIN,800 ,77,canned,,,,Room Temperature,FALSE,,FRUTINS,TRUE,TRUE
SWEET CORN CREAM STYLE ,Liter ,TIN,440 ,29.33,canned,,,,Room Temperature,FALSE,,FRUTINS,TRUE,TRUE
CHIPO.PAPEER IN ADOBA SAUCE2.8,Liter ,TIN ,2800,2156,canned,,,,Room Temperature,FALSE,,,TRUE,TRUE
RED CHERRIES SYRUP,Liter ,TIN ,830 ,91.65,canned,,,,Room Temperature,FALSE,,,TRUE,TRUE
GREEN CHILLI SAUCE,bottle,bottle,680 ,45,Condiments,,,,Room Temperature,FALSE,,CHINGH,TRUE,TRUE
RED CHILLI SAUCE,bottle,bottle,680 ,45,Condiments,,,,Room Temperature,FALSE,,CHINGH,TRUE,TRUE
SOYA SAUCE  ,bottle,bottle,750 ,45,Condiments,,,,Room Temperature,FALSE,,CHINGH,TRUE,TRUE
GREEN CHILLI SAUCE  ,bottle,bottle,4500,235,Condiments,,0.6,,Room Temperature,FALSE,,EVERPLUS ,TRUE,TRUE
RED CHILLI SAUCE  ,bottle,bottle,4500,235,Condiments,,0.6,,Room Temperature,FALSE,,EVERPLUS ,TRUE,TRUE
TOMYOM SAUCE,bottle,bottle,1000,470,Condiments,,2,,Room Temperature,FALSE,,,TRUE,TRUE
SOYA SAUCE  ,bottle,bottle,5000,235,Condiments,,0.5,,Room Temperature,FALSE,,EVERPLUS ,TRUE,TRUE
BARBECUS SAUCE,bottle,bottle,510 ,229.41,Condiments,,,,Room Temperature,FALSE,,,TRUE,TRUE
WORSTERD SAUCE,bottle,bottle,750 ,51.41,Condiments,,,,Room Temperature,FALSE,,,TRUE,TRUE
MIX PICKLE ,bottle,bottle,5000,245,Condiments,,1,,Room Temperature,FALSE,,EVERPLUS ,TRUE,TRUE
MIX JAM ,bottle,bottle,4500,350,Condiments,,1,,Room Temperature,FALSE,,EVERPLUS ,TRUE,TRUE
TOMATO KETCHUP ,bottle,bottle,1200,82,Condiments,,,,Room Temperature,FALSE,,DR OETKER ,TRUE,TRUE
TOMATO KETCHUP ,Packet,PACKET,2000,190,Condiments,,,,Room Temperature,FALSE,,KISHAN,TRUE,TRUE
TOMATO KETCHUP,Packet,PACKET,5000,230,Condiments,,,,Room Temperature,FALSE,,,TRUE,TRUE
TOMATO KETCHUP POUCS,Packet,PACKET,100 ,65,Condiments,,,,Room Temperature,FALSE,,,TRUE,TRUE
MIX PICKLE ,bottle,bottle,950 ,114,Condiments,,2,,Room Temperature,FALSE,,EVEREST ,TRUE,TRUE
GREEN CHILLI PICKLE ,bottle,bottle,950 ,170,Condiments,,2,,Room Temperature,FALSE,,EVEREST ,TRUE,TRUE
8 TO 8 SAUCE ,bottle,bottle,200 ,80,Condiments,,,,Room Temperature,FALSE,,GOLDEN CROWN ,TRUE,TRUE
PERI PERI MAYO VIBA,Packet,PACKET,1000,185,Condiments,,,,Room Temperature,FALSE,,,TRUE,TRUE
TANDOORI MAYONISE CREAM,Packet,PACKET,1000,190,Condiments,,,,Room Temperature,FALSE,,,TRUE,TRUE
MAYONISE CREAM ,Packet,PACKET ,1000,100,Condiments,,,,Room Temperature,FALSE,,DR OETKER ,TRUE,TRUE
OYSTER SAUCE ,bottle,bottle,510 ,225,Condiments,,,,Room Temperature,FALSE,,LEE KUM KEE ,TRUE,TRUE
MUSTARD SAUCE ,bottle,bottle,1000,125,Condiments,,,,Room Temperature,FALSE,,GOLDEN CROWN ,TRUE,TRUE
VEG WORCESTER SHIRE SAUCE ,bottle,bottle,200 ,48.75,Condiments,,,,Room Temperature,FALSE,,,TRUE,TRUE
H P SAUCE ,bottle,bottle,200 ,205,Condiments,,,,Room Temperature,FALSE,,,TRUE,TRUE
PICKLE MIXED VEGETABLE ,bottle,bottle,300 ,110,Condiments,,,,Room Temperature,FALSE,,PRIYA ,TRUE,TRUE
GREEN CHILLI PICKLE ,bottle,bottle,500 ,130,Condiments,,,,Room Temperature,FALSE,,KHTARIJI ,TRUE,TRUE
MIX FRUIT JAM ,bottle,bottle,1000,105,Condiments,,,,Room Temperature,FALSE,,,TRUE,TRUE
MIXED VEGETABLE PICKLE ,bottle,bottle,300 ,93.49,Condiments,,,,Room Temperature,FALSE,,PRIYA ,TRUE,TRUE
BARBECUE SAUCE,bottle,bottle,510 ,243,Condiments,,,,Room Temperature,FALSE,,GOLDEN CROWN,TRUE,TRUE
NACHOSE CHIPS,Packet,PACKET,200G,79.79,Condiments,,,,Room Temperature,FALSE,,,TRUE,TRUE
NIMBOO SAT,Packet,PACKET,1000,216.52,Condiments,,,,Room Temperature,FALSE,,,TRUE,TRUE
OYESTER SAUCE,bottle,bottle,750 ,222,Condiments,,,,Room Temperature,FALSE,,,TRUE,TRUE
PIZA PISTA SAUCE,bottle,bottle,1000,155,Condiments,,,,Room Temperature,FALSE,,,TRUE,TRUE
PINEAPPLE  ,bottle,bottle,1000,196,Other,,1,,Room Temperature,FALSE,,,TRUE,TRUE
BANANA CRUSH,bottle,bottle,1,201,Other,,,,Room Temperature,FALSE,,,TRUE,TRUE
BLUE CURACO CURSH,bottle,bottle,1,276.75,Other,,,,Room Temperature,FALSE,,,TRUE,TRUE
GUAVA CRUSH ,bottle,bottle,750 ,155.79,Other,,,,Room Temperature,FALSE,,,TRUE,TRUE
KIVI CRUSH,bottle,bottle,1000,332,Other,,,,Room Temperature,FALSE,,,TRUE,TRUE
KOKAM CRUSH,bottle,bottle,750 ,193.75,Other,,,,Room Temperature,FALSE,,,TRUE,TRUE
MANGO CRUSH,bottle,bottle,750 ,186,Other,,,,Room Temperature,FALSE,,,TRUE,TRUE
STRAWVERRY CRUSH,bottle,bottle,750 ,184.5,Other,,,,Room Temperature,FALSE,,,TRUE,TRUE
LITCHI CRUSH 1LTR 240/-,bottle,bottle,1000,196,Other,,,,Room Temperature,FALSE,,,TRUE,TRUE
REFINED OIL ,Liter ,TIN ,1500,1900,Oils,,7,,Room Temperature,FALSE,,BEST CHOICE ,TRUE,TRUE
MUSSTARD OIL ,bottle,bottle,1000,166,Oils,,2,,Room Temperature,FALSE,,ENGINE ,TRUE,TRUE
OLIVE OIL  ,bottle,bottle,1000,725,Oils,,,,Room Temperature,FALSE,,BASSO ,TRUE,TRUE
GREEN OLIVE OIL ,bottle,bottle,420 ,200,Oils,,,,Room Temperature,FALSE,,FIGARO ,TRUE,TRUE
BLACK OLIVE OIL ,bottle,bottle,420 ,200,Oils,,,,Room Temperature,FALSE,,FIGARO ,TRUE,TRUE
SALAD OIL,bottle,bottle,50 M,122.7,Oils,,,,Room Temperature,FALSE,,,TRUE,TRUE
GULAB JAL ,bottle,bottle,500 ,65,other,,,,Room Temperature,FALSE,,GOLDEN CROWN ,TRUE,TRUE
GULAB JAL ,bottle,bottle,1000,90,other,,,,Room Temperature,FALSE,,GOLDEN CROWN ,TRUE,TRUE
GULAB JAL ,bottle,bottle,250 ,45,other,,,,Room Temperature,FALSE,,GOLDEN CROWN ,TRUE,TRUE
KEWRA WATER ,bottle,bottle,500 ,50,other,,,,Room Temperature,FALSE,,GOLDEN CROWN ,TRUE,TRUE
VINEGAR ,bottle,bottle,680 ,35,other,,1,,Room Temperature,FALSE,,GOLDEN CROWN ,TRUE,TRUE
KEWRA WATER ,bottle,bottle,250 ,50,other,,,,Room Temperature,FALSE,,DABUR ,TRUE,TRUE
DAL MOONG MOGAR ,Kg ,Kg ,1000,96,other,,14,,Room Temperature,FALSE,,,TRUE,TRUE
DAL GREEN MOONG SABUT ,Kg ,Kg ,1000,89,other,,3,,Room Temperature,FALSE,,,TRUE,TRUE
DAL WHITE MUTTER  ,Kg ,Kg ,1000,43,other,,3,,Room Temperature,FALSE,,,TRUE,TRUE
DAL CHANNA ,Kg ,Kg ,1000,74,other,,6,,Room Temperature,FALSE,,,TRUE,TRUE
DAL RAJMA ,Kg ,Kg ,1000,118,other,,5,,Room Temperature,FALSE,,,TRUE,TRUE
DAL KALA URD CHILKA ,Kg ,Kg ,1000,99,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
DAL KALA URD SABUT ,Kg ,Kg ,1000,94,other,,2,,Room Temperature,FALSE,,,TRUE,TRUE
DAL TAUR  ,Kg ,Kg ,1000,105,other,,10,,Room Temperature,FALSE,,,TRUE,TRUE
BLACK CHANNA ,Kg ,Kg ,1000,60,other,,7,,Room Temperature,FALSE,,,TRUE,TRUE
DAL LOBIA ,Kg ,Kg ,1000,84,other,,3,,Room Temperature,FALSE,,,TRUE,TRUE
KABULI CHANNA ,Kg ,Kg ,1000,102,other,,8,,Room Temperature,FALSE,,,TRUE,TRUE
DAL ROASTED CHANNA  ,Kg ,Kg ,1000,89,other,,1,,Room Temperature,FALSE,,,TRUE,TRUE
DAL GREEN MOONG CHILKA ,Kg ,Kg ,1000,89,other,,3,,Room Temperature,FALSE,,,TRUE,TRUE
DAL RED MASUR  ,Kg ,Kg ,1000,72,other,,3,,Room Temperature,FALSE,,,TRUE,TRUE
DAL BLACK MASUR  ,Kg ,Kg ,1000,70,other,,4,,Room Temperature,FALSE,,,TRUE,TRUE
DAL WHITE URD  ,Kg ,Kg ,1000,102,other,,7,,Room Temperature,FALSE,,,TRUE,TRUE
CURRY POWDER ,liter,jar ,500 ,495,other,,,,Room Temperature,FALSE,,BOLTS ,TRUE,TRUE
OATS ,liter,jar ,215,80,other,,,,Room Temperature,FALSE,,SHANTIS ,TRUE,TRUE
KISMIS (RAISINS),Kg ,Kg ,1000,300,other,,0.5,,Room Temperature,FALSE,,,TRUE,TRUE
MATCH BOX ,piece,PIECE ,1,1,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
PISTA CUTTING,Packet,PACKET,1000,780,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
PISTA ,Kg ,Kg ,1000,790,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
BADAM (ALOMD),Kg ,Kg ,1000,780,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
"AKHROTE
AKHROTE",Kg,Kg,1000,1034,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
ENO 185MRP,bottle,bottle,100 ,170,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
NUTRELLA SPREAD,bottle,bottle,350 ,350,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
NUTRELLA SPREAD,bottle,bottle,750 ,632.43,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
DESI GHEE ,Kg ,Kg ,1000,500,Dairy,,4,,Room Temperature,FALSE,,KSHEER,TRUE,TRUE
DALDA GHEE ,Kg ,Kg ,1000,140,Dairy,,,,Room Temperature,FALSE,,SCOTTER ,TRUE,TRUE
SILEVADA ,Kg ,Kg ,1000,48,Other,,3,,Room Temperature,FALSE,,CHETAK ,TRUE,TRUE
PAPAD ,Kg ,Kg ,200 ,34,Other,,2,,Room Temperature,FALSE,,VISHAL ,TRUE,TRUE
JEERA PAPAD ,Kg ,Kg ,500 ,43,Other,,3,,Room Temperature,FALSE,,ZAKAS ,TRUE,TRUE
